--------------------------------------------------------------------------------
Начало расчёта 12/13/24 21:26:42
Варсия скрипта 116
Ёмкость конденсатора, микроФарад = 1860
Начальное напряжение, Вольт = 430
Общее сопротивление, Ом = 0.3620783769529823
Внешнее сопротивление, Ом = 0.09006881720430107
Сопротивление обмотки, Ом = 0.2720095597486812
Количество витков = 154.8980547140273
  ДИАМЕТР ПРОВОДА, мм = 0.85
Общая длина провода, м = 8.820106956999906
Длина катушки, мм = 41
Внешний диаметр катушки, мм = 22.25
Индуктивность катушки в стартовой позиции, микроГенри = 134.0337683998406
Толщина щёчек внешнего магнитопровода, мм = 0
Толщина корпуса внешнего магнитопровода, мм = 0
Внутренний диаметр катушки, мм = 14
Масса пули без оперения, г = 33.21727649355815
Длина пули, мм = 41
Диаметр пули, мм = 11.5
Глубина отверстия в пуле, мм = 0
Диаметр отверстия, мм = 0
Масса оперения, г = 0
Масса пули вместе с оперением, г = 33.21727649355815
Стартовая позиция пули внутри катушки, мм = -35
Общее время, микросекунд = 1295.999999999996
Интервал расчёта,  микросекунд =9
----- ЭНЕРГИЯ ---------------------------------------------
  Энергия пули начальная, Дж = 127.567123743258
  Энергия пули  конечная, Дж = 144.1164534929523
  Приращение энергии пули, Дж = 16.54932974969434
  Энергия конденсатора начальная, Дж = 171.957
  Энергия конденсатора  конечная, Дж = 0
  Расход энергии конденсатора, Дж = 171.957
  КПД, % = 9.624109370188092
------ СКОРОСТЬ -------------------------------------------
Начальная скорость пули, м/с = 87.64
Конечная скорость пули, м/с = 93.15148231351363
Максимальая скорость пули, (в катушк), м/с = 93.48854640728489
Средняя сила, Н = 140.2884535611789
Конец расчёта 12/13/24 21:32:11
------------------------------- Data of simulation -------------------------------
Сила тока (А)		Напряжение (В)            Сила (Н)	          Скорость (м/с)	 	Позиция x (мм) 	Время (мкс) 
28.88529245478209	429.860232455864	9.030622559104824e-011	87.64000000000003	0.78876	9	
57.04245484202115	429.5842205775961	0.001064981441012995	87.64000028854966	1.57752	18	
84.50307144557182	429.1753347480208	0.004922440040567007	87.64000162225203	2.366280002596947	27	
111.2540274836992	428.6370088085835	0.01286718303466695	87.64000510852964	3.155040017197215	36	
137.3359288578646	427.9724801205616	0.02484674020424329	87.64001184058853	3.943800063173983	45	
162.6997599556532	427.1852232175504	0.04280061235136055	87.6400234371296	4.732560169739279	54.00000000000001	
187.4072174413576	426.2784141008987	0.06489166719136211	87.64004101909497	5.521320380673446	63	
211.5076424243801	425.2549900246517	0.09537895313010374	87.64006686138755	6.310080749845301	72	
234.9457040994642	424.1181559725575	0.1337252691996594	87.64010309335929	7.098841351597789	81	
257.6404807080963	422.8715084852602	0.1880042913649634	87.64015403187084	7.887602279438022	90	
279.7158257665512	421.5180448121963	0.2593031399907617	87.64022428833091	8.67636366572486	99.00000000000001	
301.2167418043119	420.060544448627	0.3243079496877855	87.64031215741156	9.465125684319839	108	
322.1162633831915	418.5019173677406	0.4331732158196027	87.64042952281154	10.25388849373654	117	
342.3615030244416	416.8453294498804	0.5413033597179788	87.64057618535441	11.04265235944185	126	
362.0307996858588	415.0935675159166	0.7170524827495998	87.64077046595251	11.83141754511004	135	
381.0195204347978	413.2499246751031	0.8873509106753148	87.6410108877763	12.62018447930361	144	
399.4811556810446	411.3169513411625	1.085977220301341	87.6413051260768	13.4089535772936	153	
417.2861804406789	409.2978246616108	1.439250145684747	87.64169508132535	14.19772532342829	162	
434.5650286184876	407.1950906521665	1.640546559984893	87.6421395764977	14.98650057916022	171	
451.2885191665154	405.0114365271672	2.052813718076355	87.64269577271283	15.7752798353487	180	
467.4178850746556	402.7497370832576	2.588910227180828	87.6433972207093	16.56406409730311	189	
483.0057104779721	400.412612677719	3.163605574086114	87.64425437858533	17.3528546722895	198	
498.0252089023958	398.0028132798042	4.152210610372977	87.64537939241663	18.14165296169676	207	
512.4972712664842	395.5229877736761	4.822899466523201	87.64668612492997	18.93046137622852	216	
526.3839396158206	392.9759687110189	5.475073274251813	87.6481695595962	19.71928155135289	225	
539.936958159926	390.3633705263741	7.196982116849405	87.65011953400376	20.50811507738925	234	
552.5993050001073	387.6895029215349	8.598916408929123	87.65244935317769	21.29696615319529	243	
565.0148198813311	384.9555602446897	10.92717247306293	87.6554099978373	22.08583819737389	252	
576.8233433727145	382.1644795509508	13.23476762266996	87.6589958700453	22.87473688735442	261	
588.0191004555439	379.3192258390691	16.56579675402226	87.66348426242796	23.66366785018483	270	
598.8431127438995	376.4215978741793	20.47504956509907	87.66903184084312	24.45263920854668	279	
608.9763164844258	373.4749382782869	24.54548526001605	87.67568227672045	25.24166049511426	288	
618.5432736292663	370.4819869542744	28.45432212206674	87.68339178593166	26.03074163560475	297	
627.673556107827	367.4448568440752	34.85861999269937	87.69283649702936	26.81989216167813	306	
636.9171897998496	364.3629994740759	42.54526425083518	87.70436385323305	27.6091276901514	315	
646.1292730882936	361.2365675075197	53.1476435765824	87.71876385355463	28.3984669648305	324	
655.0493962953866	358.0669736544775	65.00762897957276	87.73637723799118	29.18793583951249	333	
663.5973621195172	354.8560186764798	78.55095488532673	87.75766009644903	29.97756323465441	342	
671.5933957480369	351.6063732131829	94.09613993100514	87.78315481933949	30.76738217552245	351	
679.0943777561604	348.320432675653	112.7562015456464	87.81370536173894	31.5574305688965	360	
686.1587136503265	345.0003098676676	132.543645046728	87.84961718026662	32.34775391715215	369	
