--------------------------------------------------------------------------------
Начало расчёта 10/29/24 15:53:59
Варсия скрипта 116
Ёмкость конденсатора, микроФарад = 1835
Начальное напряжение, Вольт = 400
Общее сопротивление, Ом = 0.1283476424252395
Внешнее сопротивление, Ом = 0.07979427792915532
Сопротивление обмотки, Ом = 0.04855336449608416
Количество витков = 65.16090338299954
  ДИАМЕТР ПРОВОДА, мм = 1.35
Общая длина провода, м = 3.971354898051021
Длина катушки, мм = 42
Внешний диаметр катушки, мм = 24.8
Индуктивность катушки в стартовой позиции, микроГенри = 28.27955256575791
Толщина щёчек внешнего магнитопровода, мм = 0
Толщина корпуса внешнего магнитопровода, мм = 0
Внутренний диаметр катушки, мм = 14
Масса пули без оперения, г = 37.05068711937658
Длина пули, мм = 42
Диаметр пули, мм = 12
Глубина отверстия в пуле, мм = 0
Диаметр отверстия, мм = 0
Масса оперения, г = 0
Масса пули вместе с оперением, г = 37.05068711937658
Стартовая позиция пули внутри катушки, мм = 0
Общее время, микросекунд = 1845.000000000003
Интервал расчёта,  микросекунд =15
----- ЭНЕРГИЯ ---------------------------------------------
  Энергия пули начальная, Дж = 30.38619477377872
  Энергия пули  конечная, Дж = 40.62019032395909
  Приращение энергии пули, Дж = 10.23399555018037
  Энергия конденсатора начальная, Дж = 146.8
  Энергия конденсатора  конечная, Дж = 0
  Расход энергии конденсатора, Дж = 146.8
  КПД, % = 6.971386614564286
------ СКОРОСТЬ -------------------------------------------
Начальная скорость пули, м/с = 40.5
Конечная скорость пули, м/с = 46.82608417975143
Максимальая скорость пули, (в катушк), м/с = 47.06633179876638
Средняя сила, Н = 126.0138524918325
Конец расчёта 10/29/24 15:59:45
------------------------------- Data of simulation -------------------------------
Сила тока (А)		Напряжение (В)            Сила (Н)	          Скорость (м/с)	 	Позиция x (мм) 	Время (мкс) 
215.4440334913677	398.2388771104248	1.364208012937856e-008	40.50000000000552	0.6074999999999999	15	
407.8281641424808	394.9051318994508	10.60628963043039	40.50429396475559	1.215000000000083	30	
581.6306424522214	390.1506579829476	44.90058115718929	40.52247200056874	1.822564409471416	44.99999999999999	
754.5026323492513	383.9830615332263	97.98828951758782	40.56214263712207	2.430401489479948	59.99999999999999	
913.5571006662379	376.5152923179709	148.6912040411783	40.62234038874355	3.038833629036778	75	
1057.496476655659	367.8709069502135	195.5361830092463	40.7015033671706	3.648168734867932	89.99999999999999	
1186.859193668087	358.1690606804471	240.0861018481806	40.79870241549376	4.258691285375491	105	
1301.752850874578	347.5280292019083	281.9693457120221	40.91285792823913	4.870671821607897	120	
1402.456229057225	336.0638093458547	320.5241968272757	41.04262240296853	5.484364690531484	135	
1489.380156775825	323.8890396719378	356.505641127649	41.18695399389652	6.100004026576011	150	
1563.403422250124	311.1091751848796	389.552774038709	41.34466474273509	6.717808336484459	164.9999999999999	
1625.253198271244	297.8237266976487	418.9124758246888	41.51426179007525	7.337978307625485	179.9999999999999	
1675.003424440715	284.1316006123023	442.5489337429635	41.69342807610812	7.960692234476614	194.9999999999999	
1713.457977798299	270.1251321289375	463.8351860865314	41.88121211824696	8.586093655618235	209.9999999999999	
1741.140953088274	255.8923722944284	483.1030348144959	42.07679676419075	9.214311837391938	224.9999999999999	
1759.392520056926	241.5104170896034	498.2008995278511	42.27849379261129	9.845463788854799	239.9999999999999	
1767.934202361122	227.0586388686678	508.6437545286361	42.48441861914277	10.47964119574397	254.9999999999999	
1768.592983850434	212.6014755129422	519.2443372128028	42.6946350999626	11.11690747503111	269.9999999999998	
1759.854754826271	198.2157418222643	518.4932652284992	42.90454750869523	11.75732700153055	284.9999999999998	
