--------------------------------------------------------------------------------
Начало расчёта 10/29/24 17:54:33
Варсия скрипта 116
Ёмкость конденсатора, микроФарад = 1835
Начальное напряжение, Вольт = 400
Общее сопротивление, Ом = 0.1636089087365578
Внешнее сопротивление, Ом = 0.07979427792915532
Сопротивление обмотки, Ом = 0.08381463080740242
Количество витков = 81.27479351020843
  ДИАМЕТР ПРОВОДА, мм = 1.12
Общая длина провода, м = 4.718540796934277
Длина катушки, мм = 46
Внешний диаметр катушки, мм = 22.96
Индуктивность катушки в стартовой позиции, микроГенри = 38.06791703743708
Толщина щёчек внешнего магнитопровода, мм = 0
Толщина корпуса внешнего магнитопровода, мм = 0
Внутренний диаметр катушки, мм = 14
Масса пули без оперения, г = 37.05068711937657
Длина пули, мм = 42
Диаметр пули, мм = 12
Глубина отверстия в пуле, мм = 0
Диаметр отверстия, мм = 0
Масса оперения, г = 0
Масса пули вместе с оперением, г = 37.05068711937657
Стартовая позиция пули внутри катушки, мм = 0
Общее время, микросекунд = 1530.000000000002
Интервал расчёта,  микросекунд =15
----- ЭНЕРГИЯ ---------------------------------------------
  Энергия пули начальная, Дж = 54.4207902546827
  Энергия пули  конечная, Дж = 67.12335580023442
  Приращение энергии пули, Дж = 12.70256554555172
  Энергия конденсатора начальная, Дж = 146.8
  Энергия конденсатора  конечная, Дж = 0
  Расход энергии конденсатора, Дж = 146.8
  КПД, % = 8.652973804871746
------ СКОРОСТЬ -------------------------------------------
Начальная скорость пули, м/с = 54.2
Конечная скорость пули, м/с = 60.19406805012712
Максимальая скорость пули, (в катушк), м/с = 60.74714602117228
Средняя сила, Н = 143.7439093187768
Конец расчёта 10/29/24 17:58:25
------------------------------- Data of simulation -------------------------------
Сила тока (А)		Напряжение (В)            Сила (Н)	          Скорость (м/с)	 	Позиция x (мм) 	Время (мкс) 
159.7392946297422	398.6942291992119	1.719601655424663e-008	54.20000000000697	0.8129999999999999	15	
302.4475493565234	396.2219059074692	7.768362488949268	54.20314502770804	1.626000000000104	30	
430.4543099042382	392.7032058265081	35.12942545014543	54.21736720340088	2.439047175415725	44.99999999999999	
559.7694489294976	388.1274337644142	84.22900964553934	54.25146738460973	3.252307683466738	59.99999999999999	
680.8516229221154	382.561889162871	135.4194108652218	54.30629204026142	4.066079694235884	75	
791.9623246756411	376.0880826941328	181.4969407745043	54.37977122035991	4.880674074839805	89.99999999999999	
893.4542526791412	368.7846419365376	224.5571641849894	54.47068336598145	5.696370643145204	105	
984.8212570712706	360.7343319332302	263.8594854175344	54.57750708745552	6.513430893634926	120	
1067.120593522731	352.0112753104286	302.4233881874512	54.69994343548317	7.332093499946758	135	
1140.144305773978	342.6912946092789	336.6627595574055	54.83624162010496	8.152592651479006	150	
1204.340876419624	332.8465463006716	368.0401146722751	54.98524295177519	8.97513627578058	164.9999999999999	
1260.376798636632	322.5437386823885	396.7150200674327	55.14585334158628	9.799914920057208	179.9999999999999	
1308.349912228515	311.8487802718012	422.7275027803732	55.31699490560843	10.627102720181	194.9999999999999	
1348.596882535833	300.8248275535246	444.1917568567889	55.49682628987896	11.45685764376513	209.9999999999999	
1381.494143106144	289.531959898706	462.875500162588	55.68422180241205	12.28931003811331	224.9999999999999	
1407.45284109452	278.0268958025655	478.519084063632	55.87795063226689	13.12457336514949	239.9999999999999	
1427.239708735363	266.3600861943745	491.2475959263202	56.07683261022193	13.9627426246335	254.9999999999999	
1440.58120422849	254.5842180399182	501.1185027471026	56.27971083261461	14.80389511378682	269.9999999999998	
1448.58602951173	242.7429153463618	509.3915241055349	56.48593839425104	15.64809077627604	284.9999999999998	
